RXAtom_AUI,Most_Useful_Source_CODE,Source_Abbreviation,Term_Type_In_Source_TTY,Drug_String,Old_RXConcept_CUI,New_RXConcept_CUI
2835285,4003897,VANDF,AB,"ALBUMIN,HUMAN 5% INJ",238644,1741405
2839885,4003398,VANDF,AB,DAUNORUBICIN HCL 20MG/VIL INJ,1736559,1736573
2841533,4002997,VANDF,AB,FAMOTIDINE 10MG/ML INJ,204441,1743840
2841677,4013033,VANDF,AB,FERUMOXIDES 11.2MG/ML (IRON) INJ,310329,1739530
2842230,4000931,VANDF,AB,GLUCAGON 1MG/VI INJ,310497,1744191
2842579,4003351,VANDF,AB,HEPARIN NA 50UNT/ML/NACL 0.45% INJ,1659187,1659196
2842622,4025319,VANDF,AB,HISTRELIN ACETATE 50MG IMPLANT,1294624,1740440
2843410,4015698,VANDF,AB,IRON SUCROSE 20MG/ML INJ,283517,1741264
2844555,4000930,VANDF,AB,METHOHEXITAL SODIUM 2.5GM/VIL INJ,1244231,1244233
2844557,4000928,VANDF,AB,METHOHEXITAL SODIUM 5GM/VIL INJ,1244231,1741139
2844659,4003432,VANDF,AB,METHYLPREDNISOLONE ACET 40MG/ML INJ SUSP,1358610,1743816
2844660,4003433,VANDF,AB,METHYLPREDNISOLONE ACET 80MG/ML INJ SUSP,1358617,1743943
2844663,4003430,VANDF,AB,METHYLPREDNISOLONE NA SUCC 125MG/VIL INJ,314099,1743704
2844837,4003768,VANDF,AB,MITOMYCIN 20MG/VIL INJ,314096,1740900
2844838,4003767,VANDF,AB,MITOMYCIN 5MG/VIL INJ,314096,1740894
2845926,4003857,VANDF,AB,OXACILLIN NA 1GM/VI INJ,312130,1743547
2845929,4003853,VANDF,AB,OXACILLIN NA 2GM/VI INJ,312130,1743549
2845931,4003856,VANDF,AB,OXACILLIN NA 500MG/VIL INJ,312130,1743550
2848150,4025617,VANDF,AB,RADIAPLEXRX TOP GEL,666418,544087
2848754,4004930,VANDF,AB,SODIUM FLUORIDE 0.05% SOLN,597965,240698
2849631,4009646,VANDF,AB,TIOCONAZOLE 6.5% VAG OINT,1233674,1597827
2849632,4009645,VANDF,AB,TIOCONAZOLE 6.5%/APPLICATOR VAG OINT,1233674,1597827
2857404,430783007,SNOMEDCT_US,PT,Ophthalmic form vidarabine,803838,91384
2857405,430783007,SNOMEDCT_US,FN,Ophthalmic form vidarabine (product),803838,91384
2864792,42589,MDDB,CD,Histrelin Acetate (CPP) Implant Kit 50 MG,1294624,1740440
2864793,58913,MDDB,CD,Histrelin Acetate Implant Kit 50 MG,1294624,1740440
2931179,33164,GS,BD,Venofer 100mg/5ml Solution for Injection,284502,1741268
2931370,33163,GS,BD,Venofer 100mg/5ml Solution for Injection,284502,1741268
2931411,33165,GS,BD,Venofer 100mg/5ml Solution for Injection,284502,1741268
2939642,33563,GS,BD,Albutein 25% Solution for Injection,107133,1741379
2939678,33564,GS,BD,Albutein 5% Solution for Injection,202209,1741406
2940620,0053-7695,MTHSPL,DP,Albumin Human 20 g in 100 mL INTRAVENOUS SOLUTION [Albuminar-20],831406,1742566
2941039,20344,MMSL,BD,"Vaporx Balm, 4.8%-2.6% topical ointment",727137,1432507
2941550,102430,MMX,CD,Methohexital Sodium 500 MG Intravenous Powder for Solution,1244231,1244233
2947044,66758-046,MTHSPL,DP,"Fludarabine Phosphate 25 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION",310354,1740865
2947949,036114,NDDF,CDA,SACCHAROMYCES BOULARDII 250 mg ORAL PACKET (EA),751997,605320
2947950,036114,NDDF,CDC,SACCHAROMYCES BOULARDII 250 mg ORAL PACKET (EA),751997,605320
2947951,036114,NDDF,CDD,SACCHAROMYCES BOULARDII@250 mg@ORAL@PACKET (EA),751997,605320
2963838,34132,GS,BD,Albutein 25% Solution for Injection,107133,1741379
2963973,34131,GS,BD,Albutein 5% Solution for Injection,202209,1741406
2967769,2339,MMSL,BD,"Zofran, 32 mg/50 mL-D5% intravenous solution",207217,1741129
2979037,34778,GS,CD,Methylprednisolone Sodium Succinate 125mg Powder for solution for injection with Diluent,314099,1743704
2979208,34716,GS,BD,Albumin (Human) 25% Solution for Injection,238643,1741378
2982756,0338-1007,MTHSPL,DP,"DOPAMINE HYDROCHLORIDE 160 mg in 100 mL INTRAVENOUS INJECTION, SOLUTION [Dopamine Hydrochloride and Dextrose]",1292751,1743878
2982758,0338-1005,MTHSPL,DP,"DOPAMINE HYDROCHLORIDE 80 mg in 100 mL INTRAVENOUS INJECTION, SOLUTION [Dopamine Hydrochloride and Dextrose]",1292740,1743870
2992690,0781-3099,MTHSPL,DP,"OXACILLIN SODIUM 1 g INTRAMUSCULAR INJECTION, POWDER, FOR SOLUTION",312130,1743547
2992691,0781-3099,MTHSPL,DP,"OXACILLIN SODIUM 1 g INTRAVENOUS INJECTION, POWDER, FOR SOLUTION",312130,1743547
2992694,0781-3101,MTHSPL,DP,"OXACILLIN SODIUM 2 g INTRAMUSCULAR INJECTION, POWDER, FOR SOLUTION",312130,1743549
2992695,0781-3101,MTHSPL,DP,"OXACILLIN SODIUM 2 g INTRAVENOUS INJECTION, POWDER, FOR SOLUTION",312130,1743549
3022306,35425,GS,BD,Astramorph PF 0.5mg/ml Solution for Injection,1728784,1744056
3022309,35523,GS,BD,Depo-Medrol 80mg/ml Suspension for Injection (NOVAPLUS),1358619,1743856
3022416,35522,GS,BD,Depo-Medrol 40mg/ml Suspension for Injection (NOVAPLUS),1358612,1743781
3028644,0781-9109,MTHSPL,DP,"OXACILLIN SODIUM 1 g INTRAMUSCULAR INJECTION, POWDER, FOR SOLUTION",312130,1743547
3028645,0781-9109,MTHSPL,DP,"OXACILLIN SODIUM 1 g INTRAVENOUS INJECTION, POWDER, FOR SOLUTION",312130,1743547
3028648,0781-9111,MTHSPL,DP,"OXACILLIN SODIUM 2 g INTRAMUSCULAR INJECTION, POWDER, FOR SOLUTION",312130,1743549
3028649,0781-9111,MTHSPL,DP,"OXACILLIN SODIUM 2 g INTRAVENOUS INJECTION, POWDER, FOR SOLUTION",312130,1743549
3031845,35634,GS,BD,Fludara 50mg Powder for Injection,108475,1740860
3031864,35654,GS,BD,Solu-Medrol 125mg Powder for Injection (NOVAPLUS),207193,1743707
3034784,63323-196,MTHSPL,DP,"FLUDARABINE PHOSPHATE 25 mg in 1 mL INTRAVENOUS INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [Fludarabine]",310354,1740864
3034785,63323-192,MTHSPL,DP,"FLUDARABINE PHOSPHATE 25 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION [Fludarabine]",310354,1740865
3042182,67467-623,MTHSPL,DP,ALBUMIN (HUMAN) 50 g in 1000 mL Intravenous SOLUTION [Albumin (Human)],238644,1741405
3042261,62756-181,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAMUSCULAR INJECTION,283504,1740467
3042263,62756-181,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION,283504,1740467
3043196,67467-643,MTHSPL,DP,ALBUMIN (HUMAN) 250 g in 1000 mL Intravenous SOLUTION [Albumin (Human)],238643,1741378
3049253,67467-633,MTHSPL,DP,ALBUMIN (HUMAN) 200 g in 1000 mL Intravenous SOLUTION [Albumin (Human)],245161,1741293
3054642,35984,GS,BD,Pepcid 20mg/50ml Premixed Solution for Injection,212993,1743849
3060929,0469-0871,MTHSPL,DP,adenosine 3 mg in 1 mL INTRAVENOUS SOLUTION [Adenoscan],1654042,1654039
3061863,25936,MMSL,CD,methylPREDNISolone 1 g preservative-free injectable powder for injection,314099,1743729
3061864,25934,MMSL,CD,methylPREDNISolone 125 mg preservative-free injectable powder for injection,314099,1743704
3061866,25935,MMSL,CD,methylPREDNISolone 500 mg preservative-free injectable powder for injection,314099,1743722
3062176,0409-1778,MTHSPL,DP,"METOPROLOL TARTRATE 1 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION [Metoprolol Tartrate]",866508,1744257
3065048,36444,GS,BD,Pepcid 20mg/50ml Premixed Solution for Injection,212993,1743849
3065205,36445,GS,BD,Pepcid 20mg/50ml Premixed Solution for Injection,212993,1743849
3065462,0409-6695,MTHSPL,DP,"ETOMIDATE 2 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION [Amidate]",1653762,1654010
3068537,24385-374,MTHSPL,DP,TIOCONAZOLE 6.5 g in 100 g VAGINAL OINTMENT [Good Neighbor Pharmacy Tioconazole 1],1233674,1597827
3068538,49348-508,MTHSPL,DP,TIOCONAZOLE 6.5 g in 100 g VAGINAL OINTMENT [SUNMARK TIOCONAZOLE 1],1233674,1597827
3070224,36471,GS,BD,Pepcid 20mg/50ml Premixed Solution for Injection,212993,1743849
3086557,36800-426,MTHSPL,DP,TIOCONAZOLE 6.5 g in 100 g VAGINAL OINTMENT [Topcare Tioconazole 1],1233674,1597827
3089265,19134,MMSL,BD,"Tylenol Cold Multi-Symptom Rapid Release Day Night, varying strength oral tablet",1113715,1366022
3090794,N0000179186,NDFRT,SY,"((((1,1,3,3-tetramethylbutyl)cresoxy)ethoxy)ethyl)dimethylbenzylammonium chloride",29829,1742958
3094398,N0000166701,NDFRT,SY,"6,9-Dioxa-3,12-diazatetradecanedioic acid, 3,12-bis(carboxymethyl)-",3770,1742992
3096488,N0000149719,NDFRT,PT,"ALBUMIN,CHROMATED SERUM,CR-51 50MCG/ML INJ",307774,1742676
3096489,N0000149719,NDFRT,FN,"ALBUMIN,CHROMATED SERUM,CR-51 50MCG/ML INJ [VA Product]",307774,1742676
3096494,N0000165658,NDFRT,AB,"ALBUMIN,HUMAN 25% INJ",238643,1741378
3096495,N0000165658,NDFRT,PT,"ALBUMIN,HUMAN 25% INJ",238643,1741378
3096496,N0000165658,NDFRT,FN,"ALBUMIN,HUMAN 25% INJ [VA Product]",238643,1741378
3096497,N0000165657,NDFRT,AB,"ALBUMIN,HUMAN 5% INJ",238644,1741405
3096498,N0000165657,NDFRT,PT,"ALBUMIN,HUMAN 5% INJ",238644,1741405
3096499,N0000165657,NDFRT,FN,"ALBUMIN,HUMAN 5% INJ [VA Product]",238644,1741405
3096518,N0000149700,NDFRT,PT,"ALBUMIN,IODINATED,I-131,SERUM 10MG/ML INJ",307776,1742677
3096519,N0000149700,NDFRT,FN,"ALBUMIN,IODINATED,I-131,SERUM 10MG/ML INJ [VA Product]",307776,1742677
3124702,N0000146852,NDFRT,FN,CHROMIC CHLORIDE HEXAHYDRATE,21009,1740011
3124703,N0000146852,NDFRT,PT,CHROMIC CHLORIDE HEXAHYDRATE,21009,1740011
3138347,N0000151521,NDFRT,AB,DAUNORUBICIN HCL 20MG/VIL INJ,1736559,1736573
3138348,N0000151521,NDFRT,PT,DAUNORUBICIN HCL 20MG/VIL INJ,1736559,1736573
3138349,N0000151521,NDFRT,FN,DAUNORUBICIN HCL 20MG/VIL INJ [VA Product],1736559,1736573
3142460,N0000154195,NDFRT,PT,DOPAMINE HCL 0.8MG/ML/DEXTROSE 5% INJ,1292740,1743870
3142461,N0000154195,NDFRT,FN,DOPAMINE HCL 0.8MG/ML/DEXTROSE 5% INJ [VA Product],1292740,1743870
3142462,N0000154196,NDFRT,PT,DOPAMINE HCL 1.6MG/ML/DEXTROSE 5% INJ,1292751,1743878
3142463,N0000154196,NDFRT,FN,DOPAMINE HCL 1.6MG/ML/DEXTROSE 5% INJ [VA Product],1292751,1743878
3142468,N0000153851,NDFRT,PT,DOPAMINE HCL 40MG/ML INJ,1114880,1743939
3142469,N0000153851,NDFRT,FN,DOPAMINE HCL 40MG/ML INJ [VA Product],1114880,1743939
3142470,N0000153852,NDFRT,PT,DOPAMINE HCL 80MG/ML INJ,1114888,1743951
3142471,N0000153852,NDFRT,FN,DOPAMINE HCL 80MG/ML INJ [VA Product],1114888,1743951
3150144,N0000166701,NDFRT,SY,EGATA,3770,1742992
3150165,N0000166701,NDFRT,SY,EGTA,3770,1742992
3152802,N0000156141,NDFRT,PT,"EUCALYPTUS OIL 100% LIQUID,DENT",310250,1743164
3152803,N0000156141,NDFRT,FN,"EUCALYPTUS OIL 100% LIQUID,DENT [VA Product]",310250,1743164
3153305,N0000166701,NDFRT,PT,Egtazic Acid,3770,1742992
3153306,N0000166701,NDFRT,FN,Egtazic Acid [Chemical/Ingredient],3770,1742992
3155961,N0000166701,NDFRT,SY,Ethylene Glycol Bis(2-aminoethyl ether)tetraacetic Acid,3770,1742992
3155962,N0000166701,NDFRT,SY,Ethylene Glycol Tetraacetic Acid,3770,1742992
3155972,N0000166701,NDFRT,SY,Ethylenebis(oxyethylenenitrile)tetraacetic Acid,3770,1742992
3157519,N0000160901,NDFRT,AB,FERUMOXIDES 11.2MG/ML (IRON) INJ,310329,1739530
3157520,N0000160901,NDFRT,PT,FERUMOXIDES 11.2MG/ML (IRON) INJ,310329,1739530
3157521,N0000160901,NDFRT,FN,FERUMOXIDES 11.2MG/ML (IRON) INJ [VA Product],310329,1739530
3157957,N0000157314,NDFRT,PT,FLUDARABINE PO4 50MG/VIL INJ,310354,1740864
3157958,N0000157314,NDFRT,FN,FLUDARABINE PO4 50MG/VIL INJ [VA Product],310354,1740864
3162489,N0000166701,NDFRT,SY,GEDTA,3770,1742992
3163079,N0000149188,NDFRT,AB,GLUCAGON 1MG/VI INJ,310497,1744191
3163080,N0000149188,NDFRT,PT,GLUCAGON 1MG/VIL INJ,310497,1744191
3163082,N0000149188,NDFRT,FN,GLUCAGON 1MG/VIL INJ [VA Product],310497,1744191
3166435,N0000166701,NDFRT,SY,"Glycoletherdiamine-N,N,N',N'-tetraacetic Acid",3770,1742992
3168164,N0000151474,NDFRT,AB,HEPARIN NA 50UNT/ML/NACL 0.45% INJ,1659187,1659196
3168165,N0000151474,NDFRT,PT,HEPARIN NA 50UNT/ML/NACL 0.45% INJ,1659187,1659196
3168166,N0000151474,NDFRT,FN,HEPARIN NA 50UNT/ML/NACL 0.45% INJ [VA Product],1659187,1659196
3168518,N0000177550,NDFRT,AB,HISTRELIN ACETATE 50MG IMPLANT,1294624,1740440
3168519,N0000177550,NDFRT,PT,HISTRELIN ACETATE 50MG IMPLANT,1294624,1740440
3168520,N0000177550,NDFRT,FN,HISTRELIN ACETATE 50MG IMPLANT [VA Product],1294624,1740440
3177347,N0000163396,NDFRT,AB,IRON SUCROSE 20MG/ML INJ,283517,1741264
3177348,N0000163396,NDFRT,PT,IRON SUCROSE 20MG/ML INJ,283517,1741264
3177349,N0000163396,NDFRT,FN,IRON SUCROSE 20MG/ML INJ [VA Product],283517,1741264
3178401,N0000166896,NDFRT,PT,Imidocarb,5686,1740237
3178402,N0000166896,NDFRT,FN,Imidocarb [Chemical/Ingredient],5686,1740237
3193278,N0000149187,NDFRT,PT,METHOHEXITAL NA 2.5GM/VIL INJ,1244231,1244233
3193279,N0000149187,NDFRT,FN,METHOHEXITAL NA 2.5GM/VIL INJ [VA Product],1244231,1244233
3193282,N0000149185,NDFRT,PT,METHOHEXITAL NA 5GM/VIL INJ,1244231,1741139
3193283,N0000149185,NDFRT,FN,METHOHEXITAL NA 5GM/VIL INJ [VA Product],1244231,1741139
3193286,N0000149187,NDFRT,AB,METHOHEXITAL SODIUM 2.5GM/VIL INJ,1244231,1244233
3193288,N0000149185,NDFRT,AB,METHOHEXITAL SODIUM 5GM/VIL INJ,1244231,1741139
3193552,N0000148156,NDFRT,FN,METHYLBENZETHONIUM CHLORIDE,29829,1742958
3193553,N0000148156,NDFRT,PT,METHYLBENZETHONIUM CHLORIDE,29829,1742958
3193810,N0000151553,NDFRT,AB,METHYLPREDNISOLONE NA SUCC 125MG/VIL INJ,314099,1743704
3193817,N0000151553,NDFRT,PT,METHYLPREDNISOLONE NA SUCCINATE 125MG/VIL INJ,314099,1743704
3193818,N0000151553,NDFRT,FN,METHYLPREDNISOLONE NA SUCCINATE 125MG/VIL INJ [VA Product],314099,1743704
3194767,N0000151835,NDFRT,PT,MITOMYCIN 0.5MG/ML INJ,314096,1741373
3194768,N0000151835,NDFRT,FN,MITOMYCIN 0.5MG/ML INJ [VA Product],314096,1741373
3194769,N0000151834,NDFRT,AB,MITOMYCIN 20MG/VIL INJ,314096,1740900
3194770,N0000151834,NDFRT,PT,MITOMYCIN 20MG/VIL INJ,314096,1740900
3194771,N0000151834,NDFRT,FN,MITOMYCIN 20MG/VIL INJ [VA Product],314096,1740900
3194772,N0000151836,NDFRT,PT,MITOMYCIN 40MG/MANNITOL 80MG/VIL INJ,314096,1740898
3194773,N0000151836,NDFRT,FN,MITOMYCIN 40MG/MANNITOL 80MG/VIL INJ [VA Product],314096,1740898
3194774,N0000151833,NDFRT,AB,MITOMYCIN 5MG/VIL INJ,314096,1740894
3194775,N0000151833,NDFRT,PT,MITOMYCIN 5MG/VIL INJ,314096,1740894
3194776,N0000151833,NDFRT,FN,MITOMYCIN 5MG/VIL INJ [VA Product],314096,1740894
3209013,N0000151926,NDFRT,PT,OXACILLIN NA 180MG/VIL INJ,312127,1743552
3209014,N0000151926,NDFRT,FN,OXACILLIN NA 180MG/VIL INJ [VA Product],312127,1743552
3209015,N0000151922,NDFRT,AB,OXACILLIN NA 1GM/VI INJ,312130,1743547
3209016,N0000151922,NDFRT,PT,OXACILLIN NA 1GM/VIL INJ,312130,1743547
3209017,N0000151922,NDFRT,FN,OXACILLIN NA 1GM/VIL INJ [VA Product],312130,1743547
3209028,N0000151920,NDFRT,PT,OXACILLIN NA 250MG/VIL INJ,312130,1743553
3209029,N0000151920,NDFRT,FN,OXACILLIN NA 250MG/VIL INJ [VA Product],312130,1743553
3209030,N0000151918,NDFRT,AB,OXACILLIN NA 2GM/VI INJ,312130,1743549
3209031,N0000151918,NDFRT,PT,OXACILLIN NA 2GM/VIL INJ,312130,1743549
3209032,N0000151918,NDFRT,FN,OXACILLIN NA 2GM/VIL INJ [VA Product],312130,1743549
3209033,N0000151917,NDFRT,PT,OXACILLIN NA 4GM/VIL INJ,312130,1743551
3209034,N0000151917,NDFRT,FN,OXACILLIN NA 4GM/VIL INJ [VA Product],312130,1743551
3209040,N0000151921,NDFRT,AB,OXACILLIN NA 500MG/VIL INJ,312130,1743550
3209041,N0000151921,NDFRT,PT,OXACILLIN NA 500MG/VIL INJ,312130,1743550
3209042,N0000151921,NDFRT,FN,OXACILLIN NA 500MG/VIL INJ [VA Product],312130,1743550
3227201,N0000177642,NDFRT,PT,"RADIAPLEXRX GEL,TOP",666418,544087
3227202,N0000177642,NDFRT,FN,"RADIAPLEXRX GEL,TOP [VA Product]",666418,544087
3227203,N0000177642,NDFRT,AB,RADIAPLEXRX TOP GEL,666418,544087
3234558,N0000152966,NDFRT,AB,SODIUM FLUORIDE 0.05% SOLN,597965,240698
3234559,N0000152966,NDFRT,PT,SODIUM FLUORIDE 0.05% SOLN,597965,240698
3234560,N0000152966,NDFRT,FN,SODIUM FLUORIDE 0.05% SOLN [VA Product],597965,240698
3234603,N0000152961,NDFRT,PT,"SODIUM FLUORIDE 1.1MG TAB,CHEWABLE",313036,315213
3234604,N0000152961,NDFRT,FN,"SODIUM FLUORIDE 1.1MG TAB,CHEWABLE [VA Product]",313036,315213
3245493,N0000157599,NDFRT,PT,"TIOCONAZOLE 6.5% OINT,VAG",1233674,1597827
3245494,N0000157599,NDFRT,FN,"TIOCONAZOLE 6.5% OINT,VAG [VA Product]",1233674,1597827
3245495,N0000157599,NDFRT,AB,TIOCONAZOLE 6.5% VAG OINT,1233674,1597827
3245496,N0000157598,NDFRT,PT,"TIOCONAZOLE 6.5%/APPLICATOR OINT,VAG",1233674,1597827
3245497,N0000157598,NDFRT,FN,"TIOCONAZOLE 6.5%/APPLICATOR OINT,VAG [VA Product]",1233674,1597827
3245498,N0000157598,NDFRT,AB,TIOCONAZOLE 6.5%/APPLICATOR VAG OINT,1233674,1597827
3252728,N0000166896,NDFRT,SY,"Urea, N,N'-bis(3-(4,5-dihydro-1H-imidazol-2-yl)phenyl)-",5686,1740237
3258790,N0000179186,NDFRT,SY,"benzyldimethyl(2-(2-(4-(1,1,3,3- tetramethylbutyl)-tolyloxy)ethoxy)ethyl) ammonium chloride",29829,1742958
3259763,N0000006340,NDFRT,SY,chromic chloride hexahydrate,21009,1740011
3261316,N0000179186,NDFRT,SY,methylbenzethonium chloride,29829,1742958
3268619,36909,GS,BD,Norflex 30mg/ml Solution for Injection,994766,1740449
3272922,11673-426,MTHSPL,DP,TIOCONAZOLE 6.5 g in 100 g VAGINAL OINTMENT [Up and up tioconazole 1],198380,1597827
3274771,37225,GS,BD,1-Day 6.5% Vaginal Ointment (Prefilled),1233674,1597827
3284482,2352,MMSL,BD,"Oxacillin Sodium ADD-Vantage, 1 g injectable powder for injection",312128,1743547
3284483,2353,MMSL,BD,"Oxacillin Sodium ADD-Vantage, 2 g injectable powder for injection",312130,1743549
3286630,N0000004093,NDFRT,SY,Acute Inflammatory Demyelinating Polyneuropathy,1674879,1674844
3289863,43190,GS,CD,Hypromellose 2% Solution for injection,284186,727866
3290008,43335,GS,CD,Ferumoxides 11.2mg Solution for injection,310329,1739530
3290098,43425,GS,CD,Histrelin 50mg Implant,1294624,1740440
3292331,45658,GS,CD,Tioconazole 6.5% Vaginal ointment,198380,1597827
3292356,45683,GS,BD,Venofer 200mg/10ml Solution for Injection,284502,1741263
3292567,45908,GS,BD,HepaGam B Hepatitis B Immune Globulin (Human) 312units/ml Solution for Injection,1658424,1658160
3292902,52584-008,MTHSPL,DP,"Dopamine Hydrochloride 80 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION",1114888,1743953
3292925,52584-047,MTHSPL,DP,"Methylprednisolone Sodium Succinate 125 mg in 1 mL INTRAMUSCULAR INJECTION, POWDER, FOR SOLUTION [Solu-Medrol]",207189,1743707
3292926,52584-047,MTHSPL,DP,"Methylprednisolone Sodium Succinate 125 mg in 1 mL INTRAVENOUS INJECTION, POWDER, FOR SOLUTION [Solu-Medrol]",207189,1743707
3294532,52584-451,MTHSPL,DP,"Metoclopramide Hydrochloride 5 mg in 1 mL INTRAMUSCULAR INJECTION, SOLUTION [Reglan]",207263,1740915
3294533,52584-451,MTHSPL,DP,"Metoclopramide Hydrochloride 5 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION [Reglan]",207263,1740915
3304977,52584-190,MTHSPL,DP,"Methylprednisolone Sodium Succinate 125 mg in 2 mL INTRAMUSCULAR INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [Solu-Medrol]",207193,1743707
3304978,52584-190,MTHSPL,DP,"Methylprednisolone Sodium Succinate 125 mg in 2 mL INTRAVENOUS INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [Solu-Medrol]",207193,1743707
3305158,52584-805,MTHSPL,DP,"Dopamine Hydrochloride 40 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION",1114880,1743941
3306062,52584-104,MTHSPL,DP,Dopamine Hydrochloride 40 mg in 1 mL INTRAVENOUS INJECTION,1114880,1743938
3307843,0781-3131,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 40 mg in 1 mL INTRA-ARTICULAR INJECTION, SUSPENSION",1358610,1743779
3307844,0781-3131,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 40 mg in 1 mL INTRALESIONAL INJECTION, SUSPENSION",1358610,1743779
3307845,0781-3131,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 40 mg in 1 mL INTRAMUSCULAR INJECTION, SUSPENSION",1358610,1743779
3307846,0781-3131,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 40 mg in 1 mL PARENTERAL INJECTION, SUSPENSION",1358610,1743779
3307847,0781-3131,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 40 mg in 1 mL SOFT TISSUE INJECTION, SUSPENSION",1358610,1743779
3307848,0781-3132,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 80 mg in 1 mL INTRA-ARTICULAR INJECTION, SUSPENSION",1358617,1743855
3307849,0781-3132,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 80 mg in 1 mL INTRALESIONAL INJECTION, SUSPENSION",1358617,1743855
3307850,0781-3132,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 80 mg in 1 mL INTRAMUSCULAR INJECTION, SUSPENSION",1358617,1743855
3307851,0781-3132,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 80 mg in 1 mL PARENTERAL INJECTION, SUSPENSION",1358617,1743855
3307852,0781-3132,MTHSPL,DP,"METHYLPREDNISOLONE ACETATE 80 mg in 1 mL SOFT TISSUE INJECTION, SUSPENSION",1358617,1743855
3308431,44087-1080,MTHSPL,DP,"SOMATROPIN 8.8 mg in 1.51 mL INTRAMUSCULAR INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION [Saizen ClickEasy]",1736299,897044
3522247,128561,MMX,CD,Methyl Salicylate 10% Topical application Emulsion,311635,198752
3540400,048168,NDDF,CDA,NUT.TX.IMPAIRED DIGEST FXN ORAL POWDER (GRAM),418300,1743751
3544295,013548,NDDF,IN,ceftaroline fosamil acetate,1050279,1743286
3548596,63323-474,MTHSPL,DP,"HALOPERIDOL LACTATE 5 mg in 1 mL INTRAMUSCULAR INJECTION, SOLUTION [Haloperidol]",1719647,1740430
3548852,0074-1658,MTHSPL,DP,"PARICALCITOL 5 ug in 1 mL INTRAVENOUS INJECTION, SOLUTION [Zemplar]",1736923,1742397
3607255,16729-116,MTHSPL,DP,"MITOMYCIN 40 mg in 80 mL INTRAVENOUS INJECTION, POWDER, LYOPHILIZED, FOR SOLUTION",314096,1740898
3614736,46559,GS,BD,Venofer 50mg/2.5ml Solution for Injection,284502,1741271
3614799,46627,GS,BD,Venofer 50mg/2.5ml Solution for Injection,284502,1741271
3621548,42507-004,MTHSPL,DP,SODIUM FLUORIDE .05 kg in 100 L ORAL RINSE [Kids Flouride Rinse],597965,240698
3622899,19016,MMSL,BD,"Omega-3, 1000 mg oral capsule",830717,1742219
3626965,63323-373,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAMUSCULAR INJECTION [Ondansetron],283504,1740467
3626967,63323-373,MTHSPL,DP,ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAVENOUS INJECTION [Ondansetron],283504,1740467
3627568,13533-683,MTHSPL,DP,Albumin (human) 10 g in 50 mL INTRAVENOUS SOLUTION [Plasbumin],1095496,1741312
3627569,13533-691,MTHSPL,DP,Albumin (human) 10 g in 50 mL INTRAVENOUS SOLUTION [Plasbumin],1095496,1741312
3627570,13533-685,MTHSPL,DP,Albumin (human) 2.5 g in 50 mL INTRAVENOUS SOLUTION [Plasbumin],545410,1742229
3627571,13533-690,MTHSPL,DP,Albumin (human) 2.5 g in 50 mL INTRAVENOUS SOLUTION [Plasbumin],545410,1742229
3627573,13533-684,MTHSPL,DP,Albumin (human) 5 g in 20 mL INTRAVENOUS SOLUTION [Plasbumin],545408,1742396
3627574,13533-692,MTHSPL,DP,Albumin (human) 5 g in 20 mL INTRAVENOUS SOLUTION [Plasbumin],545408,1742396
3628352,71969,MDDB,CD,Ondansetron HCl Inj 4 MG/2ML (2 MG/ML),283504,1740467
3640807,4040,MMSL,BD,"Cetacaine, 14%-2%-2% mucous membrane solution",1738849,543789
3643744,0069-0121,MTHSPL,DP,"FAMOTIDINE 10 mg in 1 mL INTRAVENOUS INJECTION, SOLUTION [Famotidine]",204441,1743833
3717265,3203,MMSL,BD,"BD PosiFlush SF with BPC, 0.9% injectable solution",727820,508859
3718270,55154-2872,MTHSPL,DP,"ONDANSETRON HYDROCHLORIDE 2 mg in 1 mL INTRAMUSCULAR INJECTION, SOLUTION [Ondansetron]",283504,1740467
